reference,id_product,name,description_short,description,picture_link,meta_description,id_shop_default,price_with_tax,id_tax_rules_group,active
19043,190-762,"Delikatessleberwurst im Golddarm (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)","Unsere feine Delikatessleberwurst wird aus frischem Schweinefleisch und frischer Schweineleber nach alter Tradition hergestellt. Ihr besonders mildes Aroma bekommt sie durch die Zugabe von feiner Vanille, würzigem Pfeffer, bestem Honig, Cardamom, Ingwer und ein paar geheimen Zutaten. Geschlagene Sahne macht sie besonders Cremig. Schmeckt am bestem auf frischem Schwarzbrot.","Schweinefleisch und Speck, Schweineleber, Trinkwasser, Sahne, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELERIE, SENF; LAKTOSE",http://www.alber-der-metzger.de/168-thickbox_default/delikatessleberwurst-gold.jpg,,1,4.89,2,1
19051,191-763,"Kalbfleischleberwurst im  Naturdarm (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm im Stück)","Unsere Kalbfleischleberwurst wird aus frischem Schweine- und Kalbfleisch und frischer Leber hergestellt. Ihr besonders mildes Aroma bekommt sie durch die Zugabe von feiner Vanille, würzigem Pfeffer, bestem Honig, Cardamom, Macis und ein paar geheimen Zutaten, eine feine Rauchnote rundet das ganze ab. Geschlagene Sahne macht sie besonders Cremig. Schmeckt am bestem auf frischem Schwarzbrot.","Schweine-, Kalbfleisch und Speck, Schweineleber, Trinkwasser, Sahne, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELERIE, SENF; LAKTOSE",http://www.alber-der-metzger.de/398-thickbox_default/kalbfleischleberwurst-natur.jpg,,1,2.59,2,1
19052,191-764,"Kalbfleischleberwurst im  Naturdarm (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm im Stück)","Unsere Kalbfleischleberwurst wird aus frischem Schweine- und Kalbfleisch und frischer Leber hergestellt. Ihr besonders mildes Aroma bekommt sie durch die Zugabe von feiner Vanille, würzigem Pfeffer, bestem Honig, Cardamom, Macis und ein paar geheimen Zutaten, eine feine Rauchnote rundet das ganze ab. Geschlagene Sahne macht sie besonders Cremig. Schmeckt am bestem auf frischem Schwarzbrot.","Schweine-, Kalbfleisch und Speck, Schweineleber, Trinkwasser, Sahne, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELERIE, SENF; LAKTOSE",http://www.alber-der-metzger.de/398-thickbox_default/kalbfleischleberwurst-natur.jpg,,1,5.18,2,1
19053,191-765,"Kalbfleischleberwurst im  Naturdarm (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)","Unsere Kalbfleischleberwurst wird aus frischem Schweine- und Kalbfleisch und frischer Leber hergestellt. Ihr besonders mildes Aroma bekommt sie durch die Zugabe von feiner Vanille, würzigem Pfeffer, bestem Honig, Cardamom, Macis und ein paar geheimen Zutaten, eine feine Rauchnote rundet das ganze ab. Geschlagene Sahne macht sie besonders Cremig. Schmeckt am bestem auf frischem Schwarzbrot.","Schweine-, Kalbfleisch und Speck, Schweineleber, Trinkwasser, Sahne, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELERIE, SENF; LAKTOSE",http://www.alber-der-metzger.de/398-thickbox_default/kalbfleischleberwurst-natur.jpg,,1,6.45,2,1
19064,192-757,"Zwiebelleberwurst grob (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Stück abgepasst ca. 220 g)","Unsere würzige grobe Leberwurst wird aus frischem Schweinefleisch und frischer Schweineleber nach alter Handwerkstradition hergestellt. Unsere Metzger würzen sie mit frischem und geröstetem Zwiebel, Majoran, Pfeffer, Kümmel und Muskat. Schmeckt am besten auf einem würzigen Bauernbrot.","Schweinefleisch und Speck, Schweineleber, frischer Zwiebel und Röstzwiebel, Trinkwasser, Sahne, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELLERIE; SENF; GLUTEN; LAKTOSE",http://www.alber-der-metzger.de/399-thickbox_default/leberwurst-grob.jpg,,1,2.79,2,1
19061,192-754,"Zwiebelleberwurst grob (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm im Stück)","Unsere würzige grobe Leberwurst wird aus frischem Schweinefleisch und frischer Schweineleber nach alter Handwerkstradition hergestellt. Unsere Metzger würzen sie mit frischem und geröstetem Zwiebel, Majoran, Pfeffer, Kümmel und Muskat. Schmeckt am besten auf einem würzigen Bauernbrot.","Schweinefleisch und Speck, Schweineleber, frischer Zwiebel und Röstzwiebel, Trinkwasser, Sahne, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELLERIE; SENF; GLUTEN; LAKTOSE",http://www.alber-der-metzger.de/399-thickbox_default/leberwurst-grob.jpg,,1,2.59,2,1
19062,192-755,"Zwiebelleberwurst grob (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm im Stück)","Unsere würzige grobe Leberwurst wird aus frischem Schweinefleisch und frischer Schweineleber nach alter Handwerkstradition hergestellt. Unsere Metzger würzen sie mit frischem und geröstetem Zwiebel, Majoran, Pfeffer, Kümmel und Muskat. Schmeckt am besten auf einem würzigen Bauernbrot.","Schweinefleisch und Speck, Schweineleber, frischer Zwiebel und Röstzwiebel, Trinkwasser, Sahne, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELLERIE; SENF; GLUTEN; LAKTOSE",http://www.alber-der-metzger.de/399-thickbox_default/leberwurst-grob.jpg,,1,5.09,2,1
19063,192-756,"Zwiebelleberwurst grob (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)","Unsere würzige grobe Leberwurst wird aus frischem Schweinefleisch und frischer Schweineleber nach alter Handwerkstradition hergestellt. Unsere Metzger würzen sie mit frischem und geröstetem Zwiebel, Majoran, Pfeffer, Kümmel und Muskat. Schmeckt am besten auf einem würzigen Bauernbrot.","Schweinefleisch und Speck, Schweineleber, frischer Zwiebel und Röstzwiebel, Trinkwasser, Sahne, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELLERIE; SENF; GLUTEN; LAKTOSE",http://www.alber-der-metzger.de/399-thickbox_default/leberwurst-grob.jpg,,1,6.29,2,1
19074,193-769,"Preiselbeerleberwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)","Unsere Preiselbeerleberwurst wird aus frischem Schweinefleisch und frischer Leber hergestellt. Ihr besonders mildes Aroma bekommt sie durch die Zugabe von feiner Vanille, würzigem Pfeffer, bestem Honig, Cardamom, eine feine Rauchnote rundet das ganze ab. Gezuckerte getrocknete Preiselbeeren geben ihr das unverwechselbare süß saure Aroma. Schmeckt am bestem auf frischem Schwarzbrot.","Schweine-, Kalbfleisch und Speck, Schweineleber, Trinkwasser, Sahne, Preiselbeeren getrocknet, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELERIE, SENF; LAKTOSE",http://www.alber-der-metzger.de/171-thickbox_default/preiselbeerleberwurst.jpg,,1,6.59,2,1
19071,193-766,"Preiselbeerleberwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm im Stück)","Unsere Preiselbeerleberwurst wird aus frischem Schweinefleisch und frischer Leber hergestellt. Ihr besonders mildes Aroma bekommt sie durch die Zugabe von feiner Vanille, würzigem Pfeffer, bestem Honig, Cardamom, eine feine Rauchnote rundet das ganze ab. Gezuckerte getrocknete Preiselbeeren geben ihr das unverwechselbare süß saure Aroma. Schmeckt am bestem auf frischem Schwarzbrot.","Schweine-, Kalbfleisch und Speck, Schweineleber, Trinkwasser, Sahne, Preiselbeeren getrocknet, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELERIE, SENF; LAKTOSE",http://www.alber-der-metzger.de/171-thickbox_default/preiselbeerleberwurst.jpg,,1,2.69,2,1
19072,193-767,"Preiselbeerleberwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 g am Stück)","Unsere Preiselbeerleberwurst wird aus frischem Schweinefleisch und frischer Leber hergestellt. Ihr besonders mildes Aroma bekommt sie durch die Zugabe von feiner Vanille, würzigem Pfeffer, bestem Honig, Cardamom, eine feine Rauchnote rundet das ganze ab. Gezuckerte getrocknete Preiselbeeren geben ihr das unverwechselbare süß saure Aroma. Schmeckt am bestem auf frischem Schwarzbrot.","Schweine-, Kalbfleisch und Speck, Schweineleber, Trinkwasser, Sahne, Preiselbeeren getrocknet, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELERIE, SENF; LAKTOSE",http://www.alber-der-metzger.de/171-thickbox_default/preiselbeerleberwurst.jpg,,1,4.03,2,1
19073,193-768,"Preiselbeerleberwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm im Stück)","Unsere Preiselbeerleberwurst wird aus frischem Schweinefleisch und frischer Leber hergestellt. Ihr besonders mildes Aroma bekommt sie durch die Zugabe von feiner Vanille, würzigem Pfeffer, bestem Honig, Cardamom, eine feine Rauchnote rundet das ganze ab. Gezuckerte getrocknete Preiselbeeren geben ihr das unverwechselbare süß saure Aroma. Schmeckt am bestem auf frischem Schwarzbrot.","Schweine-, Kalbfleisch und Speck, Schweineleber, Trinkwasser, Sahne, Preiselbeeren getrocknet, Kochsalz(plus E250 Natriumnitrit), Stabilisator: Ascorbinsäure E300, Geschmacksverstärker E621, Farbstorr E 120, Emulgatoren: Mono- und Diglyceride E471, Glucosesirup SELERIE, SENF; LAKTOSE",http://www.alber-der-metzger.de/171-thickbox_default/preiselbeerleberwurst.jpg,,1,5.35,2,1
19114,197-612,"Putenbauernleberwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 500 Gramm im Stück)",Frisches Truthanfleisch und frische Schweineleber mit riechlich Schnittlauch und Sahne verfeinert. Im Naturdarm gekocht und geräuchert. Besonders cremig und herzhaft würzig im Geschmack.,"Truthanfleisch 45 %, Speck, Schweineleber 14 %, Zwiebeln, SAHNE, Gewürze (SENF), Kochsalz, Emulgatro E 471, Würze, Schnittlauch, Glukosesirup, Dextrose, Zucker, Honig, Aroma SELLERIE, VOLLEI, Konservierungsstoff E 250, Antioxidationsmittel E 301, Geschmacksverstärker E 621, Verdickungsmittel E412, Rauch, Schweinedarm",http://www.alber-der-metzger.de/175-thickbox_default/putenbauernleberwurst.jpg,,1,7.79,2,1
19111,197-609,"Putenbauernleberwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm im Stück)",Frisches Truthanfleisch und frische Schweineleber mit riechlich Schnittlauch und Sahne verfeinert. Im Naturdarm gekocht und geräuchert. Besonders cremig und herzhaft würzig im Geschmack.,"Truthanfleisch 45 %, Speck, Schweineleber 14 %, Zwiebeln, SAHNE, Gewürze (SENF), Kochsalz, Emulgatro E 471, Würze, Schnittlauch, Glukosesirup, Dextrose, Zucker, Honig, Aroma SELLERIE, VOLLEI, Konservierungsstoff E 250, Antioxidationsmittel E 301, Geschmacksverstärker E 621, Verdickungsmittel E412, Rauch, Schweinedarm",http://www.alber-der-metzger.de/175-thickbox_default/putenbauernleberwurst.jpg,,1,1.69,2,1
19112,197-610,"Putenbauernleberwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm im Stück)",Frisches Truthanfleisch und frische Schweineleber mit riechlich Schnittlauch und Sahne verfeinert. Im Naturdarm gekocht und geräuchert. Besonders cremig und herzhaft würzig im Geschmack.,"Truthanfleisch 45 %, Speck, Schweineleber 14 %, Zwiebeln, SAHNE, Gewürze (SENF), Kochsalz, Emulgatro E 471, Würze, Schnittlauch, Glukosesirup, Dextrose, Zucker, Honig, Aroma SELLERIE, VOLLEI, Konservierungsstoff E 250, Antioxidationsmittel E 301, Geschmacksverstärker E 621, Verdickungsmittel E412, Rauch, Schweinedarm",http://www.alber-der-metzger.de/175-thickbox_default/putenbauernleberwurst.jpg,,1,3.29,2,1
19113,197-611,"Putenbauernleberwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm im Stück)",Frisches Truthanfleisch und frische Schweineleber mit riechlich Schnittlauch und Sahne verfeinert. Im Naturdarm gekocht und geräuchert. Besonders cremig und herzhaft würzig im Geschmack.,"Truthanfleisch 45 %, Speck, Schweineleber 14 %, Zwiebeln, SAHNE, Gewürze (SENF), Kochsalz, Emulgatro E 471, Würze, Schnittlauch, Glukosesirup, Dextrose, Zucker, Honig, Aroma SELLERIE, VOLLEI, Konservierungsstoff E 250, Antioxidationsmittel E 301, Geschmacksverstärker E 621, Verdickungsmittel E412, Rauch, Schweinedarm",http://www.alber-der-metzger.de/175-thickbox_default/putenbauernleberwurst.jpg,,1,3.99,2,1
19121,198-613,"Schnittlauchkugel (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1 Stück a 50g)",,,http://www.alber-der-metzger.de/176-thickbox_default/schnittlauchkugel.jpg,,1,0.89,2,1
15011,202-288,Wiener Würstl (Würstl Verpackungseinheit: 2 Paar mit je 100 Gramm),Auch Frankfurter oder Saitenwürste genannt. Aus feinem Rind- und Schweinefleisch hergestellt und goldgelb geräuchert. Heiß oder kalt ein echter Genuss,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, Rauch, Für Allergiker; enthält: Sellerie",http://www.alber-der-metzger.de/180-thickbox_default/wiener-wurstl.jpg,,1,2.49,2,1
15012,202-289,Wiener Würstl (Würstl Verpackungseinheit: 5 Paar mit je 100 Gramm),Auch Frankfurter oder Saitenwürste genannt. Aus feinem Rind- und Schweinefleisch hergestellt und goldgelb geräuchert. Heiß oder kalt ein echter Genuss,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, Rauch, Für Allergiker; enthält: Sellerie",http://www.alber-der-metzger.de/180-thickbox_default/wiener-wurstl.jpg,,1,6.19,2,1
15013,202-290,Wiener Würstl (Würstl Verpackungseinheit: 10 Paar mit je 100 Gramm),Auch Frankfurter oder Saitenwürste genannt. Aus feinem Rind- und Schweinefleisch hergestellt und goldgelb geräuchert. Heiß oder kalt ein echter Genuss,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, Rauch, Für Allergiker; enthält: Sellerie",http://www.alber-der-metzger.de/180-thickbox_default/wiener-wurstl.jpg,,1,12.39,2,1
15024,203-1060,Albers Debrecziner (Würstl Verpackungseinheit: 5 Paar mit je 200 Gramm),"Hergestellt aus frischem Rind- uns Schweinefleisch. Mit viel Paprika, Kümmel, Knoblauch, Pfeffer, Chilli und Cajenne Pfeffer würzig abgeschmeckt. Von unseren Metzgern in knackige Schaafsaitlinge gefüllt und herzhaft geräuchert. Schmecken am besten warm. Unsere Empfehlung zum warm machen Wasser kochen, pro Liter Wasser einen gestrichenen EL Salz und die Würste zugeben und 20 Minuten ziehen lassen.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E160c, Rauch",http://www.alber-der-metzger.de/181-thickbox_default/debrecziner.jpg,,1,13.35,2,1
15021,203-1057,Albers Debrecziner (Würstl Verpackungseinheit: 1 Paar mit je 200 Gramm),"Hergestellt aus frischem Rind- uns Schweinefleisch. Mit viel Paprika, Kümmel, Knoblauch, Pfeffer, Chilli und Cajenne Pfeffer würzig abgeschmeckt. Von unseren Metzgern in knackige Schaafsaitlinge gefüllt und herzhaft geräuchert. Schmecken am besten warm. Unsere Empfehlung zum warm machen Wasser kochen, pro Liter Wasser einen gestrichenen EL Salz und die Würste zugeben und 20 Minuten ziehen lassen.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E160c, Rauch",http://www.alber-der-metzger.de/181-thickbox_default/debrecziner.jpg,,1,2.69,2,1
15022,203-1058,Albers Debrecziner (Würstl Verpackungseinheit: 2 Paar mit je 200 Gramm),"Hergestellt aus frischem Rind- uns Schweinefleisch. Mit viel Paprika, Kümmel, Knoblauch, Pfeffer, Chilli und Cajenne Pfeffer würzig abgeschmeckt. Von unseren Metzgern in knackige Schaafsaitlinge gefüllt und herzhaft geräuchert. Schmecken am besten warm. Unsere Empfehlung zum warm machen Wasser kochen, pro Liter Wasser einen gestrichenen EL Salz und die Würste zugeben und 20 Minuten ziehen lassen.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E160c, Rauch",http://www.alber-der-metzger.de/181-thickbox_default/debrecziner.jpg,,1,5.35,2,1
15023,203-1059,Albers Debrecziner (Würstl Verpackungseinheit: 3 Paar mit je 200 Gramm),"Hergestellt aus frischem Rind- uns Schweinefleisch. Mit viel Paprika, Kümmel, Knoblauch, Pfeffer, Chilli und Cajenne Pfeffer würzig abgeschmeckt. Von unseren Metzgern in knackige Schaafsaitlinge gefüllt und herzhaft geräuchert. Schmecken am besten warm. Unsere Empfehlung zum warm machen Wasser kochen, pro Liter Wasser einen gestrichenen EL Salz und die Würste zugeben und 20 Minuten ziehen lassen.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E160c, Rauch",http://www.alber-der-metzger.de/181-thickbox_default/debrecziner.jpg,,1,8.05,2,1
15031,204-1061,Käsekrainer (Würstl Verpackungseinheit: 3 Stück mit je 120 Gramm),"Unsere Käsekrainer werden von unseren Metzgern aus frischem Schweine- und Rindfleisch hergestellt. Die Hauseigene Würzung wird mit ca. 10 % besten Emmentaler verfeinert. Käsekrainer können sowohl gegrillt als auch im Wasser erwärmt werden. Zum erwärmen am besten Wasser aufkochen lassen, pro Liter Wasser ein EL Salz zugeben und die Würste ca. 20 min ziehen lassen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, Rauch",http://www.alber-der-metzger.de/182-thickbox_default/kasekrainer.jpg,,1,4.89,2,1
15032,204-1062,Käsekrainer (Würstl Verpackungseinheit: 5 Stück mit je 120 g),"Unsere Käsekrainer werden von unseren Metzgern aus frischem Schweine- und Rindfleisch hergestellt. Die Hauseigene Würzung wird mit ca. 10 % besten Emmentaler verfeinert. Käsekrainer können sowohl gegrillt als auch im Wasser erwärmt werden. Zum erwärmen am besten Wasser aufkochen lassen, pro Liter Wasser ein EL Salz zugeben und die Würste ca. 20 min ziehen lassen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, Rauch",http://www.alber-der-metzger.de/182-thickbox_default/kasekrainer.jpg,,1,8.09,2,1
15033,204-1063,Käsekrainer (Würstl Verpackungseinheit: 10 Stück mit je 120 Gramm),"Unsere Käsekrainer werden von unseren Metzgern aus frischem Schweine- und Rindfleisch hergestellt. Die Hauseigene Würzung wird mit ca. 10 % besten Emmentaler verfeinert. Käsekrainer können sowohl gegrillt als auch im Wasser erwärmt werden. Zum erwärmen am besten Wasser aufkochen lassen, pro Liter Wasser ein EL Salz zugeben und die Würste ca. 20 min ziehen lassen.","Schweinefleisch, Rindfleisch, Trinkwasser, Emmentaler, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120, Rauch",http://www.alber-der-metzger.de/182-thickbox_default/kasekrainer.jpg,,1,16.09,2,1
15042,205-296,Paprikapolnische gebrüht (Würstl Verpackungseinheit: 3 Stück mit je 130 Gramm),"Herzhaft würzig im Geschmack, mit grober Einlage","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E160c, Rauch",http://www.alber-der-metzger.de/183-thickbox_default/paprikapolnische-gebruht.jpg,,1,4.99,2,1
15041,205-295,Paprikapolnische gebrüht (Würstl Verpackungseinheit: 10 Stück mit je 130 Gramm),"Herzhaft würzig im Geschmack, mit grober Einlage","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E160c, Rauch",http://www.alber-der-metzger.de/183-thickbox_default/paprikapolnische-gebruht.jpg,,1,16.49,2,1
15043,205-297,Paprikapolnische gebrüht (Würstl Verpackungseinheit: 5 Stück mit je 130 Gramm),"Herzhaft würzig im Geschmack, mit grober Einlage","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E160c, Rauch",http://www.alber-der-metzger.de/183-thickbox_default/paprikapolnische-gebruht.jpg,,1,8.29,2,1
15051,206-298,Weißwurst Münchner Art (Würstl Verpackungseinheit: 3 Stück mit je 90 Gramm),"Nach altem Familienrezept täglich frisch hergestellt, mit frischen Zwiebeln, Petersilie und Zitrone abgeschmeckt","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E621",http://www.alber-der-metzger.de/184-thickbox_default/weisswurst-munchner-art.jpg,,1,2.79,2,1
15052,206-299,Weißwurst Münchner Art (Würstl Verpackungseinheit: 4 Stück mit je 90 Gramm),"Nach altem Familienrezept täglich frisch hergestellt, mit frischen Zwiebeln, Petersilie und Zitrone abgeschmeckt","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E621",http://www.alber-der-metzger.de/184-thickbox_default/weisswurst-munchner-art.jpg,,1,3.73,2,1
15053,206-300,Weißwurst Münchner Art (Würstl Verpackungseinheit: 5 Stück mit je 90 Gramm),"Nach altem Familienrezept täglich frisch hergestellt, mit frischen Zwiebeln, Petersilie und Zitrone abgeschmeckt","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E621",http://www.alber-der-metzger.de/184-thickbox_default/weisswurst-munchner-art.jpg,,1,4.59,2,1
15061,207-301,Schweinswürstl (Würstl Verpackungseinheit: 2 Paar mit je 100 Gramm),"Auch bekannt als Rostbratwurst. Mit Majoran, Zwiebel und Kümmel fein abgeschmeckt. Ideal für Grill und Pfanne","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622",http://www.alber-der-metzger.de/185-thickbox_default/schweinswurstl.jpg,,1,2.39,2,1
15062,207-302,Schweinswürstl (Würstl Verpackungseinheit: 5 Paar mit je 100 Gramm),"Auch bekannt als Rostbratwurst. Mit Majoran, Zwiebel und Kümmel fein abgeschmeckt. Ideal für Grill und Pfanne","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622",http://www.alber-der-metzger.de/185-thickbox_default/schweinswurstl.jpg,,1,5.95,2,1
15063,207-303,Schweinswürstl (Würstl Verpackungseinheit: 10 Paar mit je 100 Gramm),"Auch bekannt als Rostbratwurst. Mit Majoran, Zwiebel und Kümmel fein abgeschmeckt. Ideal für Grill und Pfanne","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E622",http://www.alber-der-metzger.de/185-thickbox_default/schweinswurstl.jpg,,1,11.20,2,1
15071,208-304,Kalbsbratwürstl (Würstl Verpackungseinheit: 2 Paar mit je 100 Gramm),"Feine Bratwurst mit frischem Kalbfleisch, mit Piment, Muskat, Macis, Pfeffer und Ingwer fein abgeschmeckt. Ideal für Grill und Pfanne","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E623",http://www.alber-der-metzger.de/379-thickbox_default/kalbsbratwurstl.jpg,,1,2.39,2,1
15072,208-305,Kalbsbratwürstl (Würstl Verpackungseinheit: 5 Paar mit je 100 Gramm),"Feine Bratwurst mit frischem Kalbfleisch, mit Piment, Muskat, Macis, Pfeffer und Ingwer fein abgeschmeckt. Ideal für Grill und Pfanne","Schweinefleisch, Kalb- oder Jungrindfleisch, Trinkwasser, Kochsalz, Gewürze, Stabilisatoren: Poly- und Diphosphate E450 E452, Mononatriumglutamat E623",http://www.alber-der-metzger.de/379-thickbox_default/kalbsbratwurstl.jpg,,1,5.95,2,1
